店舗,機種名,総導入台数,稼働日数,平均差枚数,勝率,集計数
マルシン777,HEY!エリートサラリーマン鏡,11,457,-65.12764405543399,0.29175784099197666,1371
キング観光サウザンド栄東新町,HEY!エリートサラリーマン鏡,1,14,-66.14285714285714,0.14285714285714285,14
プレイランドキャッスル小牧,HEY!エリートサラリーマン鏡,2,13,-66.38461538461539,0.23076923076923078,26
ラッキープラザ可児,HEY!エリートサラリーマン鏡,12,239,-66.81322314049586,0.15206611570247933,605
キング観光サウザンド近鉄四日市,HEY!エリートサラリーマン鏡,5,203,-72.18226600985221,0.29064039408866993,203
タイキ四日市泊小柳,HEY!エリートサラリーマン鏡,3,214,-72.23364485981308,0.26635514018691586,642
ラッキープラザ名古屋西インター七宝,HEY!エリートサラリーマン鏡,13,376,-95.2535885167464,0.2430622009569378,1045
キャッスル大金,HEY!エリートサラリーマン鏡,1,457,-95.52954048140043,0.28665207877461707,457
プレイランドキャッスル記念橋南,HEY!エリートサラリーマン鏡,8,119,-103.54054054054055,0.34459459459459457,148
プレイランドキャッスル春日井,HEY!エリートサラリーマン鏡,6,264,-106.41104294478528,0.3343558282208589,326
ZENT長久手,HEY!エリートサラリーマン鏡,2,31,-120.51612903225806,0.3387096774193548,62
ラッキープラザ関,HEY!エリートサラリーマン鏡,1,436,-144.37614678899084,0.22935779816513763,436
メガスロットコンコルド吉浜,HEY!エリートサラリーマン鏡,4,322,-152.94099378881987,0.2111801242236025,322
プレイランドキャッスル東郷,HEY!エリートサラリーマン鏡,1,203,-198.3399014778325,0.35960591133004927,203
ZENT木曽川,HEY!エリートサラリーマン鏡,7,127,-200.27272727272728,0.23232323232323232,297
コンコルド岐阜羽島駅前,HEY!エリートサラリーマン鏡,3,53,-212.9433962264151,0.20754716981132076,53
キング観光サウザンド桑名サンシパーク,HEY!エリートサラリーマン鏡,4,116,-220.30769230769232,0.29914529914529914,117
MGM四日市,HEY!エリートサラリーマン鏡,2,164,-220.52439024390245,0.2926829268292683,164
M&K本店,HEY!エリートサラリーマン鏡,1,92,-278.8369565217391,0.30434782608695654,92
プレイランドキャッスル尾頭橋,HEY!エリートサラリーマン鏡,3,134,-323.7014925373134,0.3582089552238806,134
キング観光サウザンド桑名本店,HEY!エリートサラリーマン鏡,2,32,-412.125,0.125,32
ABC豊川,HEY!エリートサラリーマン鏡,1,11,-471.8181818181818,0.18181818181818182,11
プレイランド第一平和,HEY!鏡,1,91,18.494505494505493,0.14285714285714285,91
メガスロットコンコルド吉浜,L D4DJ Pachi-Slot Mix,1,9,451.22222222222223,0.4444444444444444,9
グランドオータ鳴海,L D4DJ Pachi-Slot Mix,1,24,320.875,0.3333333333333333,24
キング666一宮,L D4DJ Pachi-Slot Mix,2,21,189.38095238095238,0.47619047619047616,21
キング観光サウザンド栄東新町,L D4DJ Pachi-Slot Mix,3,37,86.15,0.2,40
ラッキープラザ名古屋西インター七宝,L D4DJ Pachi-Slot Mix,2,17,46.111111111111114,0.3888888888888889,18
メガコンコルド春日井,L D4DJ Pachi-Slot Mix,6,14,40.023809523809526,0.2619047619047619,42
キング観光熊野,L D4DJ Pachi-Slot Mix,1,14,21.0,0.21428571428571427,14
ラッキープラザ弥富,L D4DJ Pachi-Slot Mix,2,56,-12.934579439252337,0.17757009345794392,107
キング観光いなべ,L D4DJ Pachi-Slot Mix,1,47,-26.95744680851064,0.19148936170212766,47
ラッキープラザ津島,L D4DJ Pachi-Slot Mix,3,37,-31.08108108108108,0.15315315315315314,111
ラッキープラザ可児,L D4DJ Pachi-Slot Mix,3,35,-34.666666666666664,0.1568627450980392,51
メガガイア一宮,L D4DJ Pachi-Slot Mix,3,36,-49.7,0.26,50
オーギヤ安城,L D4DJ Pachi-Slot Mix,1,37,-65.35135135135135,0.32432432432432434,37
メガコンコルド大垣インター南,L D4DJ Pachi-Slot Mix,5,168,-71.03550295857988,0.14792899408284024,169
ZENT豊橋藤沢店,L D4DJ Pachi-Slot Mix,5,408,-82.62292051756008,0.2828096118299446,541
キング観光サウザンド桑名サンシパーク,L D4DJ Pachi-Slot Mix,2,15,-86.9,0.16666666666666666,30
ZENT稲沢,L D4DJ Pachi-Slot Mix,3,50,-88.41333333333333,0.16,150
コンコルド愛西日比野駅前,L D4DJ Pachi-Slot Mix,1,14,-90.28571428571429,0.14285714285714285,14
KYORAKU西,L D4DJ Pachi-Slot Mix,1,51,-120.43137254901961,0.2549019607843137,51
コンコルド岐阜羽島駅前,L D4DJ Pachi-Slot Mix,3,90,-121.85555555555555,0.17777777777777778,90
マルシン777,L D4DJ Pachi-Slot Mix,4,65,-124.56153846153846,0.2923076923076923,130
メガコンコルド岡崎インター,L D4DJ Pachi-Slot Mix,3,60,-126.68852459016394,0.2786885245901639,61
M&K岡崎,L D4DJ Pachi-Slot Mix,1,174,-129.06896551724137,0.2471264367816092,174
ZENT木曽川,L D4DJ Pachi-Slot Mix,4,50,-134.27450980392157,0.17647058823529413,51
パチンコ立岩,L D4DJ Pachi-Slot Mix,1,16,-144.5,0.25,16
ZENT名古屋北,L D4DJ Pachi-Slot Mix,3,81,-146.056,0.304,125
サンシャインKYORAKU平針,L D4DJ Pachi-Slot Mix,5,238,-160.49084249084248,0.2271062271062271,273
メガコンコルドみなと木場インター,L D4DJ Pachi-Slot Mix,3,20,-161.27272727272728,0.09090909090909091,22
キング観光サウザンド松阪,L D4DJ Pachi-Slot Mix,1,14,-166.28571428571428,0.2857142857142857,14
メガコンコルド西尾,L D4DJ Pachi-Slot Mix,1,90,-170.9,0.18888888888888888,90
プレイランドキャッスル記念橋南,L D4DJ Pachi-Slot Mix,3,55,-233.72727272727272,0.21818181818181817,55
がちゃぽん南,L D4DJ Pachi-Slot Mix,1,62,-239.2741935483871,0.22580645161290322,62
プレイランドキャッスル熱田,L D4DJ Pachi-Slot Mix,1,14,-448.2142857142857,0.21428571428571427,14
プレイランドキャッスル尾頭橋,L D4DJ Pachi-Slot Mix,1,14,-527.7857142857143,0.14285714285714285,14
オータ岡崎,L ToLOVEるダークネス,2,59,280.8305084745763,0.3559322033898305,59
キクヤ島,L ToLOVEるダークネス,4,5,149.85,0.4,20
キング観光熊野,L ToLOVEるダークネス,16,328,87.42640364188163,0.2291350531107739,659
ZENT可児,L ToLOVEるダークネス,6,164,68.51341463414634,0.3804878048780488,820
メガコンコルド刈谷知立,L ToLOVEるダークネス,14,29,63.689655172413794,0.3817733990147783,406
KYORAKU妙音通,L ToLOVEるダークネス,12,457,51.15255530129672,0.30282227307398935,1311
M&K道光寺,L ToLOVEるダークネス,2,303,47.62376237623762,0.31683168316831684,303
メガコンコルドみなと木場インター,L ToLOVEるダークネス,18,429,43.541153596889174,0.30784186649384315,1543
コスモジャパン蒲郡,L ToLOVEるダークネス,31,307,42.29320817228051,0.3296521258972943,1811
リブレ遊援館,L ToLOVEるダークネス,18,419,39.81272633212623,0.371960682876358,1933
ZENT555,L ToLOVEるダークネス,12,343,38.657089898053755,0.3169601482854495,1079
プレイランドキャッスル熱田,L ToLOVEるダークネス,58,191,36.5692007797271,0.3567251461988304,2565
ラッキープラザ名古屋西インター七宝,L ToLOVEるダークネス,15,449,33.76260667183863,0.3560899922420481,1289
キング666一宮,L ToLOVEるダークネス,24,413,33.06043165467626,0.28633093525179854,1390
サンパレス,L ToLOVEるダークネス,12,458,22.963963963963963,0.28885135135135137,1776
ZENT刈谷,L ToLOVEるダークネス,13,156,17.9375,0.32395833333333335,960
キング観光鈴鹿インター,L ToLOVEるダークネス,10,448,15.300934579439252,0.2644859813084112,1070
パーラーワールド小牧,L ToLOVEるダークネス,3,259,8.378378378378379,0.18532818532818532,259
キング666東海,L ToLOVEるダークネス,17,457,8.103594080338267,0.33298097251585623,2838
キング観光サウザンド松阪,L ToLOVEるダークネス,8,451,2.9145985401459855,0.21094890510948905,1370
グランドオータ鳴海,L ToLOVEるダークネス,16,181,2.3177290836653386,0.33067729083665337,1004
コスモジャパン三谷,L ToLOVEるダークネス,14,306,0.22450728363324765,0.22707797772065125,1167
マルシン777,L ToLOVEるダークネス,6,171,-3.6432748538011697,0.3586744639376218,1026
JP888,L ToLOVEるダークネス,32,448,-7.2278376139188065,0.28376139188069593,2414
キング観光笠寺,L ToLOVEるダークネス,6,158,-13.386666666666667,0.3022222222222222,225
キング観光尾鷲,L ToLOVEるダークネス,18,362,-15.61304347826087,0.225,920
プレイランドキャッスル記念橋南,L ToLOVEるダークネス,30,455,-20.039977155910908,0.316961736150771,1751
ABC豊川,L ToLOVEるダークネス,25,364,-21.011404133998575,0.3143264433357092,1403
プレイランドキャッスル大垣,L ToLOVEるダークネス,51,413,-21.6,0.3146282973621103,2085
KYORAKU東海,L ToLOVEるダークネス,6,185,-21.866216216216216,0.33918918918918917,740
ラッキープラザ可児,L ToLOVEるダークネス,16,335,-24.113317757009344,0.2488317757009346,856
プレイランドキャッスルワンダー,L ToLOVEるダークネス,49,420,-24.365960555149744,0.25493060628195763,1369
ZENT岡崎インター,L ToLOVEるダークネス,10,327,-27.085403726708076,0.33540372670807456,1288
キング観光サウザンド生桑,L ToLOVEるダークネス,35,202,-27.516457680250785,0.34169278996865204,1276
ゴー港,L ToLOVEるダークネス,5,410,-28.98048780487805,0.26097560975609757,410
コンコルド岐阜羽島駅前,L ToLOVEるダークネス,12,206,-33.070546737213405,0.3403880070546737,567
ZENT稲沢,L ToLOVEるダークネス,14,428,-33.69657258064516,0.30997983870967744,1984
メガコンコルド春日井,L ToLOVEるダークネス,29,454,-34.40020127474002,0.3656491110365649,2981
オーギヤ安城,L ToLOVEるダークネス,6,433,-37.44963144963145,0.31695331695331697,814
プレイランド第一平和,L ToLOVEるダークネス,4,259,-38.080536912751676,0.18456375838926176,596
メガコンコルド稲沢,L ToLOVEるダークネス,38,274,-40.77567737870196,0.3484562066792691,1587
メガコンコルド岡崎インター,L ToLOVEるダークネス,34,287,-40.88613231552163,0.3486005089058524,3144
オーギヤ江南,L ToLOVEるダークネス,6,232,-41.20401337792642,0.3500557413600892,897
キクヤ長良,L ToLOVEるダークネス,4,135,-42.04074074074074,0.3592592592592593,270
キング観光サウザンド鈴鹿,L ToLOVEるダークネス,61,317,-43.1764705882353,0.32265579499126384,1717
メガコンコルド大口41号通り,L ToLOVEるダークネス,34,454,-43.858536585365854,0.37181571815718156,1845
キャッスル大金,L ToLOVEるダークネス,7,457,-46.83274647887324,0.3362676056338028,568
玉越中川,L ToLOVEるダークネス,9,414,-47.07505070993915,0.3793103448275862,1479
KYORAKU西,L ToLOVEるダークネス,8,387,-50.35721393034826,0.25771144278606967,1005
M&K岡崎,L ToLOVEるダークネス,8,438,-54.6986301369863,0.3087899543378995,1752
ラッキープラザ津島,L ToLOVEるダークネス,15,457,-58.29029905178702,0.2589350838803793,1371
ラッキープラザ弥富,L ToLOVEるダークネス,8,458,-59.98190045248869,0.24615384615384617,1105
キング観光サウザンド桑名サンシパーク,L ToLOVEるダークネス,26,396,-61.44923208191126,0.32551194539249145,2344
キング666飛騨高山,L ToLOVEるダークネス,16,415,-61.692712246431256,0.28249436513899323,1331
キング観光サウザンド今池2号,L ToLOVEるダークネス,29,301,-62.99425287356322,0.3113026819923372,1044
パチンコ立岩,L ToLOVEるダークネス,4,435,-64.9816091954023,0.3563218390804598,435
ラッキープラザ関,L ToLOVEるダークネス,16,367,-65.58542713567839,0.1934673366834171,796
コスモジャパン西尾,L ToLOVEるダークネス,13,219,-66.82582781456954,0.23509933774834438,1510
キング観光サウザンド栄東新町,L ToLOVEるダークネス,22,452,-67.60885608856088,0.26420664206642064,1355
メガコンコルド刈谷知立,L ToLOVEるダークネス,24,286,-69.15844364219815,0.33293221018852787,2493
コスモジャパン大府,L ToLOVEるダークネス,74,306,-73.93296755725191,0.32156488549618323,4192
キング666半田,L ToLOVEるダークネス,7,216,-74.89047097480832,0.15991237677984665,913
タイキ四日市泊小柳,L ToLOVEるダークネス,17,427,-78.69195664575014,0.35082715345122645,1753
G&L一宮,L ToLOVEるダークネス,6,312,-79.10309278350516,0.15463917525773196,582
コンコルド一宮尾西インター,L ToLOVEるダークネス,31,344,-80.47265429001506,0.2965378825890617,1993
キング観光サウザンド近鉄四日市,L ToLOVEるダークネス,25,403,-80.71504559270517,0.32142857142857145,1316
コンコルド愛西日比野駅前,L ToLOVEるダークネス,10,394,-80.9125,0.29583333333333334,1200
ZENT扶桑,L ToLOVEるダークネス,6,160,-81.84257206208426,0.3148558758314856,902
ZENT豊田本店,L ToLOVEるダークネス,8,169,-81.9896449704142,0.3668639053254438,676
メガコンコルド岡崎北,L ToLOVEるダークネス,24,405,-86.01443569553805,0.310586176727909,2286
ラッキー1番江南,L ToLOVEるダークネス,10,343,-87.66618075801749,0.27405247813411077,686
メガガイア一宮,L ToLOVEるダークネス,24,426,-88.58963585434174,0.3557422969187675,1428
ラッキー1番日進竹の山,L ToLOVEるダークネス,15,228,-97.2299703264095,0.1795252225519288,674
プレイランドキャッスル小牧,L ToLOVEるダークネス,33,335,-98.33473507148865,0.33725820016820857,1189
プレイランドキャッスル天白,L ToLOVEるダークネス,49,445,-100.88261449533125,0.33570475767007557,2249
KEIZ中川運河,L ToLOVEるダークネス,15,181,-101.73001038421599,0.37590861889927313,963
がちゃぽん南,L ToLOVEるダークネス,13,375,-101.76933333333334,0.30533333333333335,750
プレイランドキャッスル大曽根,L ToLOVEるダークネス,25,219,-101.89469103568321,0.3394255874673629,1149
キング観光サウザンド栄若宮大通,L ToLOVEるダークネス,44,167,-103.3859649122807,0.34352009054895305,1767
A-FLAG津,L ToLOVEるダークネス,4,432,-104.98240866035182,0.23410013531799728,739
キング観光サウザンド桑名本店,L ToLOVEるダークネス,44,450,-107.79008620689655,0.3396551724137931,2320
MGM四日市,L ToLOVEるダークネス,19,262,-108.49858088930937,0.2800378429517502,1057
メガコンコルド大垣インター南,L ToLOVEるダークネス,11,210,-116.003300330033,0.2508250825082508,606
サンシャインKYORAKU平針,L ToLOVEるダークネス,34,443,-117.06031424227065,0.250886974151039,1973
キング観光新瑞,L ToLOVEるダークネス,7,210,-123.57738095238095,0.29464285714285715,336
プレイランドキャッスル上社,L ToLOVEるダークネス,21,455,-125.0460636515913,0.309463986599665,2388
プレイランドキャッスル春日井,L ToLOVEるダークネス,14,246,-125.54117647058824,0.30220588235294116,1360
プレイランドキャッスル知多,L ToLOVEるダークネス,14,338,-127.65641025641025,0.30256410256410254,585
メガコンコルド豊川インター,L ToLOVEるダークネス,32,325,-135.47024841132293,0.37203928365106875,1731
メガコンコルド西尾,L ToLOVEるダークネス,11,317,-136.25,0.3037037037037037,540
ZENT梅坪,L ToLOVEるダークネス,9,246,-142.45699326851158,0.37621540762902017,1337
ZENT木曽川,L ToLOVEるダークネス,15,457,-143.8402489626556,0.33195020746887965,964
メガコンコルド名古屋みなと23号通り,L ToLOVEるダークネス,37,432,-144.52236925015754,0.3506616257088847,3174
A-FLAG瀬戸,L ToLOVEるダークネス,6,458,-150.59869848156183,0.25162689804772237,461
タイキ豊橋藤沢,L ToLOVEるダークネス,4,65,-153.11688311688312,0.18181818181818182,77
キング観光いなべ,L ToLOVEるダークネス,33,446,-161.20047543581617,0.27812995245641836,1262
プレイランドキャッスル知多にしの台,L ToLOVEるダークネス,32,324,-162.05044699872286,0.26500638569604085,1566
プレイランドキャッスル大垣,L ToLOVEるダークネス,10,31,-162.524,0.32,250
メガコンコルド豊田インター,L ToLOVEるダークネス,29,367,-162.65687160940325,0.3535262206148282,2212
グランワールドカップ本巣,L ToLOVEるダークネス,15,153,-164.55018587360595,0.2955390334572491,538
メガスロットコンコルド吉浜,L ToLOVEるダークネス,31,434,-165.43445692883896,0.30262172284644195,1335
キクヤ春日井,L ToLOVEるダークネス,16,176,-166.0108695652174,0.35434782608695653,1380
KEIZ港,L ToLOVEるダークネス,11,406,-167.886119257087,0.3343108504398827,2046
プレイランドキャッスル知多東海,L ToLOVEるダークネス,31,415,-171.6342472840145,0.314019658561821,1933
キング観光名張,L ToLOVEるダークネス,15,262,-176.5954022988506,0.2620689655172414,435
